employee_id,age,gender,years_at_company,job_role,monthly_income,work_life_balance,job_satisfaction,performance_rating,number_of_promotions,overtime,distance_from_home,education_level,marital_status,number_of_dependents,job_level,company_size,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,attrition
53766,41,Male,3,Education,3379,Good,High,High,2,No,41,Associate Degree,Married,5,Mid,Medium,No,No,No,Good,Medium,1
57471,54,Female,28,Healthcare,6744,Excellent,High,Average,0,Yes,76,High School,Married,1,Mid,Medium,No,No,No,Fair,Low,1
63947,29,Male,2,Education,5607,Poor,Very High,High,1,No,92,Master’s Degree,Single,1,Mid,Large,Yes,No,No,Fair,Low,0
58128,50,Female,1,Technology,10398,Fair,High,High,1,No,75,Associate Degree,Single,5,Entry,Medium,No,No,No,Excellent,Low,0
15362,45,Female,1,Education,4690,Good,Very High,Average,1,No,69,PhD,Married,4,Mid,Small,No,Yes,No,Fair,Low,0
5917,58,Female,15,Technology,9259,Poor,High,Average,4,Yes,75,Master’s Degree,Married,3,Senior,Medium,No,No,No,Fair,Low,1
57409,29,Female,3,Healthcare,8717,Excellent,Medium,Average,0,No,18,Associate Degree,Married,1,Entry,Medium,Yes,No,No,Excellent,High,1
67478,39,Female,11,Healthcare,6816,Poor,High,Average,2,No,91,Bachelor’s Degree,Divorced,5,Senior,Small,No,No,No,Good,Medium,1
18137,58,Male,14,Media,4949,Poor,High,Average,3,No,95,Associate Degree,Single,0,Entry,Large,No,No,No,Good,Medium,0
6150,45,Male,12,Finance,6346,Excellent,Medium,Average,2,No,94,High School,Single,0,Entry,Medium,No,Yes,No,Good,Low,0
36362,58,Female,18,Media,7084,Fair,Very High,Average,1,Yes,97,Bachelor’s Degree,Married,0,Mid,Large,No,No,No,Poor,Low,0
32449,54,Female,34,Media,6546,Fair,High,Below Average,1,No,75,Associate Degree,Single,3,Entry,Medium,Yes,No,No,Fair,Medium,0
4179,56,Female,16,Healthcare,8502,Good,High,Below Average,0,No,53,High School,Single,2,Entry,Large,No,No,No,Good,Medium,0
53185,53,Female,26,Media,5432,Good,Medium,Average,0,No,32,Bachelor’s Degree,Single,1,Entry,Medium,No,No,Yes,Poor,High,0
30272,43,Female,23,Healthcare,6420,Fair,Medium,Low,0,No,92,Associate Degree,Married,1,Entry,Large,No,No,No,Good,Very High,0
25801,56,Male,25,Media,6222,Good,High,Average,2,No,32,Master’s Degree,Married,0,Senior,Small,Yes,No,No,Good,Low,1
25017,45,Male,22,Education,4803,Good,Medium,High,0,No,81,PhD,Divorced,2,Entry,Medium,No,No,No,Poor,Medium,1
23640,57,Male,32,Media,5686,Good,Low,Below Average,0,No,68,High School,Married,3,Entry,Small,No,No,No,Good,Medium,0
31039,36,Male,16,Technology,7319,Poor,High,Low,2,Yes,23,Master’s Degree,Divorced,5,Entry,Large,No,Yes,No,Excellent,Low,0
17073,26,Female,7,Technology,7486,Good,High,Low,0,Yes,1,Bachelor’s Degree,Married,1,Entry,Large,No,No,No,Poor,Medium,0
61941,54,Female,4,Healthcare,7684,Good,Very High,Average,1,No,20,Associate Degree,Single,1,Entry,Medium,No,No,No,Fair,Medium,0
73618,54,Female,36,Education,3748,Excellent,Very High,Average,1,Yes,22,High School,Single,1,Mid,Large,No,No,Yes,Poor,Low,1
12510,38,Female,10,Healthcare,6780,Excellent,High,Low,0,Yes,4,Associate Degree,Married,1,Mid,Large,No,No,No,Good,Very High,1
58638,44,Female,6,Healthcare,7015,Good,High,Below Average,0,Yes,61,Master’s Degree,Married,3,Mid,Medium,Yes,No,Yes,Fair,High,1
56478,39,Female,16,Finance,12165,Fair,Medium,Average,2,No,82,Bachelor’s Degree,Single,0,Mid,Small,No,No,No,Good,High,0
35217,54,Female,7,Education,5316,Fair,Medium,Average,2,Yes,93,Associate Degree,Married,1,Mid,Medium,No,No,Yes,Excellent,Low,0
27578,38,Male,16,Healthcare,8757,Fair,Very High,Average,2,Yes,50,Bachelor’s Degree,Single,3,Senior,Large,No,No,No,Good,High,1
23701,48,Male,14,Healthcare,8130,Excellent,Medium,High,2,Yes,65,PhD,Single,1,Entry,Medium,No,No,No,Good,Low,1
29894,49,Male,26,Education,3393,Poor,Very High,Below Average,1,Yes,12,Associate Degree,Single,1,Entry,Small,No,No,No,Good,Low,0
59799,53,Male,26,Education,4188,Fair,High,Average,0,Yes,86,Master’s Degree,Married,4,Senior,Medium,No,No,No,Good,Medium,1
26216,55,Male,36,Education,2274,Good,High,High,0,No,21,High School,Single,1,Entry,Large,No,No,Yes,Excellent,High,1
46287,33,Female,2,Education,3885,Good,Medium,Average,1,Yes,95,High School,Divorced,0,Mid,Small,No,No,No,Poor,Medium,0
39952,31,Male,11,Healthcare,8820,Poor,Low,Average,0,No,2,Associate Degree,Divorced,6,Mid,Medium,No,No,No,Good,High,1
35219,22,Male,4,Media,6236,Excellent,Medium,Average,2,Yes,96,Master’s Degree,Married,3,Mid,Medium,Yes,No,Yes,Good,Very High,1
28803,56,Female,35,Healthcare,8306,Good,Very High,Below Average,0,No,19,Master’s Degree,Married,1,Senior,Medium,No,No,No,Good,Very High,1
50598,19,Male,1,Technology,9758,Good,High,Average,3,No,90,Bachelor’s Degree,Single,0,Entry,Medium,No,No,No,Good,Low,0
48801,38,Female,5,Technology,8050,Poor,High,Below Average,0,No,65,Associate Degree,Married,0,Senior,Medium,No,No,No,Good,Medium,1
231,28,Female,7,Healthcare,8334,Good,Medium,Average,1,No,33,Bachelor’s Degree,Single,0,Mid,Large,Yes,No,No,Good,High,0
72153,47,Male,3,Education,4566,Good,High,Below Average,0,No,57,PhD,Single,4,Entry,Small,No,No,Yes,Poor,Medium,0
62551,39,Male,10,Education,4645,Good,Medium,Average,1,No,31,Master’s Degree,Married,0,Senior,Medium,No,No,No,Good,High,1
5490,59,Male,15,Healthcare,7120,Fair,High,Below Average,0,No,1,Bachelor’s Degree,Single,0,Senior,Large,No,No,Yes,Good,Low,0
15189,59,Female,38,Education,5232,Excellent,High,High,0,No,61,High School,Married,3,Senior,Medium,Yes,No,Yes,Good,High,1
26601,31,Male,8,Healthcare,9641,Poor,High,Below Average,0,No,56,High School,Single,2,Mid,Medium,Yes,No,Yes,Good,Medium,0
17852,57,Male,13,Technology,10063,Excellent,High,Average,0,Yes,98,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Fair,Low,1
58029,55,Male,19,Healthcare,8583,Fair,High,Average,2,No,96,High School,Married,4,Senior,Large,No,No,No,Good,High,1
27733,51,Male,25,Media,5333,Good,Medium,Average,0,No,95,Bachelor’s Degree,Married,1,Mid,Small,No,No,No,Poor,Very High,1
46611,39,Male,9,Healthcare,9439,Good,High,Average,1,No,6,Master’s Degree,Divorced,0,Mid,Medium,No,No,No,Good,Low,1
69379,26,Female,2,Media,5313,Fair,Very High,Low,1,No,31,Bachelor’s Degree,Married,1,Senior,Medium,No,Yes,No,Fair,High,0
39794,36,Male,12,Education,5789,Poor,Medium,Below Average,2,Yes,18,High School,Married,3,Mid,Medium,No,No,No,Good,Medium,0
40213,43,Male,14,Healthcare,10239,Excellent,Low,Below Average,0,Yes,85,Master’s Degree,Single,6,Mid,Small,Yes,Yes,No,Good,High,1
9891,55,Male,36,Education,5231,Good,High,Average,0,No,42,Associate Degree,Single,3,Mid,Small,No,No,No,Good,High,0
3304,42,Male,15,Finance,9533,Fair,Medium,Average,0,No,71,Master’s Degree,Married,3,Mid,Medium,No,No,Yes,Poor,High,0
27839,49,Female,14,Technology,7576,Excellent,Very High,Average,2,Yes,16,Master’s Degree,Married,0,Entry,Medium,No,No,No,Fair,High,0
22727,52,Female,30,Technology,10403,Good,High,Average,1,Yes,63,Bachelor’s Degree,Married,2,Senior,Medium,No,Yes,No,Good,Low,1
44118,27,Male,5,Education,4106,Fair,Medium,Average,0,No,40,Associate Degree,Married,1,Mid,Large,No,No,No,Good,Medium,1
68161,37,Male,15,Education,4502,Excellent,High,High,1,Yes,33,Associate Degree,Married,3,Senior,Medium,No,No,No,Good,High,1
11287,45,Female,21,Healthcare,8650,Good,High,Average,2,No,44,Master’s Degree,Divorced,3,Entry,Small,No,No,No,Excellent,Medium,1
53044,44,Male,21,Technology,11038,Fair,High,Average,0,No,67,Bachelor’s Degree,Married,1,Entry,Large,No,No,No,Good,High,0
30239,26,Male,1,Finance,4769,Good,High,Average,0,No,61,Bachelor’s Degree,Married,2,Entry,Medium,No,No,No,Good,Low,0
8542,47,Male,5,Finance,4351,Fair,High,Average,0,No,99,PhD,Divorced,1,Senior,Small,No,No,No,Poor,Low,1
22391,59,Female,21,Media,6880,Good,High,Average,2,No,50,Master’s Degree,Single,1,Mid,Small,No,No,No,Fair,High,0
32011,57,Male,10,Finance,10684,Fair,Medium,Below Average,0,No,83,Master’s Degree,Married,4,Entry,Small,No,No,No,Excellent,Low,0
50049,31,Male,6,Technology,7772,Excellent,Medium,High,0,No,70,Bachelor’s Degree,Married,5,Mid,Medium,No,No,No,Poor,Low,1
43705,58,Female,33,Media,5934,Fair,Medium,Below Average,0,Yes,65,Master’s Degree,Married,2,Entry,Medium,No,No,No,Poor,High,0
42980,42,Male,3,Media,6872,Fair,Medium,Average,0,Yes,38,Master’s Degree,Married,2,Entry,Medium,No,No,Yes,Good,Medium,0
40626,48,Male,11,Technology,7058,Good,Medium,High,1,Yes,55,Associate Degree,Single,0,Senior,Medium,Yes,No,No,Good,Low,1
73503,28,Male,8,Technology,10851,Good,High,High,0,Yes,51,Master’s Degree,Single,3,Mid,Small,Yes,No,No,Poor,High,1
14217,28,Male,4,Healthcare,7744,Fair,Medium,Below Average,1,No,74,Associate Degree,Divorced,3,Mid,Large,No,No,No,Poor,Low,0
43436,56,Male,20,Education,4161,Excellent,High,Average,0,No,88,Bachelor’s Degree,Married,3,Mid,Medium,No,No,No,Good,Low,1
19968,31,Male,9,Education,4702,Good,Low,Below Average,1,No,87,Associate Degree,Married,2,Entry,Medium,No,No,Yes,Good,High,0
15632,47,Male,22,Technology,10634,Good,Very High,High,0,No,17,High School,Married,0,Senior,Medium,No,No,Yes,Poor,Low,1
11186,57,Female,25,Healthcare,8061,Poor,High,Average,0,No,49,PhD,Divorced,5,Senior,Medium,No,No,No,Good,Low,1
25781,39,Male,1,Healthcare,8206,Fair,High,Below Average,1,No,12,PhD,Married,1,Mid,Medium,No,No,No,Good,Medium,1
38348,43,Male,4,Media,6900,Good,Very High,Average,1,No,67,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Good,Low,0
59988,47,Male,2,Technology,8060,Excellent,High,Below Average,0,No,85,Associate Degree,Married,4,Senior,Small,Yes,No,Yes,Good,High,1
72454,50,Male,15,Education,3939,Poor,Medium,Average,1,No,8,Associate Degree,Married,3,Senior,Medium,Yes,No,No,Good,High,1
55761,59,Male,26,Healthcare,8652,Good,High,Below Average,0,Yes,55,Associate Degree,Divorced,3,Entry,Small,Yes,No,No,Good,High,1
71153,39,Male,17,Education,3169,Fair,Medium,Below Average,0,No,14,High School,Single,0,Senior,Small,No,No,No,Good,Medium,1
65275,49,Female,25,Education,4989,Excellent,High,Below Average,0,No,86,Associate Degree,Married,0,Mid,Large,No,No,Yes,Good,Low,1
64331,27,Male,1,Media,6399,Fair,Medium,Below Average,1,Yes,60,Master’s Degree,Married,3,Entry,Medium,No,No,No,Good,Low,0
67465,57,Male,35,Technology,9084,Fair,High,Below Average,0,Yes,41,Master’s Degree,Single,1,Entry,Small,No,No,Yes,Good,Medium,0
12011,43,Male,1,Finance,6876,Good,High,Average,0,No,13,Bachelor’s Degree,Single,1,Senior,Medium,No,No,No,Good,Low,1
11128,48,Female,4,Finance,9942,Excellent,Medium,Average,3,No,58,Master’s Degree,Divorced,0,Senior,Medium,No,No,No,Fair,High,1
18742,53,Female,11,Education,3829,Excellent,High,Average,0,No,66,Bachelor’s Degree,Single,0,Entry,Medium,No,No,No,Poor,Medium,0
4068,46,Female,20,Healthcare,8009,Fair,Low,Low,0,No,8,High School,Married,0,Senior,Small,No,No,No,Good,Medium,1
38118,36,Female,1,Education,3699,Fair,High,Below Average,2,No,97,Bachelor’s Degree,Married,2,Entry,Medium,Yes,No,No,Good,Medium,1
58494,45,Male,13,Technology,9239,Excellent,Very High,High,2,Yes,66,High School,Married,4,Entry,Small,No,No,No,Poor,Low,1
62087,20,Male,2,Education,5648,Good,High,High,0,No,20,Bachelor’s Degree,Married,3,Mid,Small,No,No,No,Fair,High,1
69637,36,Male,18,Education,5251,Good,Very High,Average,1,No,97,Master’s Degree,Single,4,Entry,Large,No,No,No,Poor,Low,0
73299,43,Male,9,Technology,8403,Good,Medium,Average,0,Yes,54,High School,Divorced,0,Mid,Medium,No,No,Yes,Good,Low,1
30634,41,Male,19,Healthcare,8555,Fair,Medium,Average,0,No,82,Bachelor’s Degree,Married,2,Mid,Medium,No,No,Yes,Good,Medium,1
29117,56,Male,28,Media,6060,Good,Low,Average,1,No,68,High School,Married,4,Mid,Small,No,No,No,Good,High,1
30057,35,Female,10,Education,3697,Good,Medium,Average,2,No,92,Master’s Degree,Divorced,0,Mid,Small,No,No,No,Good,Medium,0
67293,36,Female,15,Healthcare,8215,Good,Very High,Below Average,0,Yes,65,Master’s Degree,Married,1,Mid,Large,No,No,No,Good,Low,0
1783,22,Female,3,Finance,6686,Fair,High,Average,1,No,77,Bachelor’s Degree,Divorced,5,Entry,Medium,No,No,No,Good,High,0
47496,32,Female,6,Healthcare,6307,Fair,High,Average,0,No,66,Master’s Degree,Married,4,Entry,Small,No,No,No,Good,High,1
36887,35,Female,5,Technology,7232,Fair,High,Average,1,No,6,Bachelor’s Degree,Married,0,Entry,Small,No,No,Yes,Excellent,High,1
62118,58,Female,39,Technology,9410,Good,High,Below Average,0,No,33,Bachelor’s Degree,Divorced,0,Senior,Small,No,No,No,Good,Medium,1
58321,44,Female,14,Finance,3306,Poor,Medium,High,0,No,57,Associate Degree,Married,1,Mid,Medium,No,No,Yes,Fair,Medium,0
38472,44,Female,19,Finance,12268,Poor,High,Below Average,2,No,24,High School,Single,0,Mid,Small,No,No,No,Good,Low,0
27985,29,Male,7,Education,5745,Good,Medium,Average,0,No,42,Associate Degree,Married,1,Mid,Small,Yes,No,No,Fair,High,1
26776,41,Male,1,Healthcare,8524,Excellent,High,Average,3,No,5,High School,Single,0,Entry,Medium,No,No,No,Good,Low,1
29999,38,Male,1,Healthcare,8553,Fair,Very High,High,0,No,25,PhD,Single,6,Senior,Small,No,Yes,No,Fair,Very High,1
47506,39,Male,20,Technology,10915,Good,High,High,0,Yes,23,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Fair,High,1
8847,48,Male,18,Education,5559,Fair,Medium,Average,0,No,53,High School,Single,4,Entry,Medium,No,No,Yes,Fair,High,0
26634,38,Male,17,Healthcare,8625,Fair,Very High,Average,0,No,54,Associate Degree,Single,0,Mid,Medium,No,No,No,Fair,Low,0
44191,23,Male,2,Healthcare,5932,Good,Medium,Average,0,Yes,6,Bachelor’s Degree,Single,2,Entry,Medium,No,No,No,Good,Medium,0
35542,48,Female,11,Technology,9122,Fair,High,Average,0,No,20,PhD,Married,4,Entry,Small,No,No,No,Good,Medium,1
182,54,Male,29,Technology,9628,Excellent,High,Average,0,No,82,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Good,Very High,1
70868,22,Male,1,Healthcare,7418,Fair,Very High,High,0,No,11,Associate Degree,Married,6,Entry,Medium,No,Yes,No,Poor,Medium,0
63165,22,Male,1,Education,4302,Good,High,Below Average,0,No,14,Associate Degree,Married,2,Mid,Large,No,No,Yes,Good,Medium,1
14028,43,Female,16,Healthcare,8896,Excellent,High,Below Average,3,No,10,Bachelor’s Degree,Married,0,Entry,Large,No,No,Yes,Poor,Medium,1
60637,47,Male,3,Technology,6321,Fair,Medium,Average,2,Yes,34,Master’s Degree,Single,0,Senior,Medium,No,Yes,Yes,Good,Low,1
37218,32,Female,11,Technology,10508,Fair,High,Average,0,Yes,79,Bachelor’s Degree,Married,0,Entry,Medium,No,No,No,Good,Medium,0
74347,46,Male,8,Media,5050,Poor,Low,Average,0,Yes,70,Bachelor’s Degree,Married,5,Senior,Small,No,No,No,Good,Low,0
43039,38,Female,6,Finance,6343,Good,High,Average,1,No,91,Associate Degree,Divorced,0,Entry,Small,No,No,No,Fair,High,0
52283,49,Male,8,Healthcare,9622,Good,Medium,Average,0,No,85,High School,Divorced,1,Senior,Large,No,No,No,Good,Medium,1
54361,42,Female,3,Healthcare,8240,Good,High,Average,2,Yes,77,Associate Degree,Single,3,Entry,Large,No,No,No,Poor,Low,0
1009,43,Female,11,Healthcare,7104,Good,Very High,Average,1,No,71,Associate Degree,Married,1,Senior,Medium,No,No,No,Good,Low,1
56363,46,Male,6,Finance,6862,Poor,Very High,Average,1,No,55,Bachelor’s Degree,Married,2,Mid,Medium,No,No,No,Good,Medium,0
56958,55,Female,8,Healthcare,8048,Good,High,Average,0,Yes,50,Associate Degree,Single,2,Mid,Small,No,No,No,Poor,Low,0
39308,25,Male,5,Education,5105,Excellent,Very High,Low,0,No,20,High School,Single,3,Mid,Medium,No,No,No,Good,Low,0
21153,34,Female,13,Healthcare,6758,Fair,High,Average,1,Yes,81,Associate Degree,Single,0,Mid,Medium,No,No,No,Good,Low,1
5683,36,Female,11,Technology,5488,Fair,High,Average,1,Yes,91,High School,Married,0,Mid,Medium,No,No,No,Good,High,1
19168,48,Male,13,Media,6061,Excellent,Very High,Below Average,1,Yes,42,Bachelor’s Degree,Married,2,Entry,Medium,No,No,No,Fair,Low,0
54698,51,Male,5,Healthcare,8999,Fair,High,Average,1,No,39,Bachelor’s Degree,Married,1,Entry,Large,Yes,No,No,Poor,Medium,0
20670,31,Male,11,Education,4428,Excellent,Medium,Average,0,No,37,Bachelor’s Degree,Single,1,Entry,Medium,No,No,No,Poor,Low,0
20212,59,Male,15,Education,4206,Good,High,Average,0,No,78,High School,Single,2,Mid,Medium,No,No,Yes,Poor,Medium,1
66224,30,Female,7,Healthcare,8361,Good,Very High,Average,3,Yes,50,Associate Degree,Married,1,Entry,Small,No,No,No,Poor,High,0
69712,46,Male,28,Healthcare,10321,Good,High,Low,1,No,16,Bachelor’s Degree,Single,0,Entry,Small,No,No,No,Good,Medium,1
9738,46,Male,27,Media,5424,Fair,Very High,Average,0,No,63,Associate Degree,Divorced,0,Senior,Large,Yes,No,No,Good,Medium,1
7610,26,Male,3,Education,5333,Fair,High,High,3,No,34,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Fair,Medium,0
52325,36,Male,2,Technology,7626,Good,Medium,Average,0,No,87,Master’s Degree,Married,5,Entry,Medium,No,No,No,Good,Low,0
32208,56,Male,21,Healthcare,7482,Excellent,High,Average,0,No,76,High School,Divorced,0,Entry,Medium,No,No,Yes,Poor,Low,1
2878,55,Female,19,Finance,8119,Good,High,Average,0,No,93,Bachelor’s Degree,Married,1,Senior,Small,No,No,No,Fair,Low,1
7232,43,Male,6,Education,3360,Poor,High,Average,0,Yes,41,Master’s Degree,Divorced,0,Entry,Medium,No,No,No,Good,High,1
58854,56,Male,1,Education,5391,Poor,High,Average,0,Yes,82,High School,Married,1,Mid,Medium,No,No,Yes,Poor,High,0
63626,55,Male,26,Media,5887,Good,High,High,0,Yes,94,High School,Married,3,Mid,Medium,No,No,No,Good,High,1
6111,56,Male,11,Finance,8105,Excellent,Medium,Average,0,No,74,Bachelor’s Degree,Divorced,0,Entry,Small,No,No,Yes,Good,Medium,0
47621,51,Female,2,Education,5947,Poor,Very High,Average,3,No,94,Associate Degree,Married,0,Senior,Medium,No,No,No,Good,Low,1
47777,35,Female,17,Technology,9545,Fair,High,Average,0,No,3,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Good,Low,1
35839,37,Male,16,Healthcare,9016,Fair,Very High,High,0,No,46,Bachelor’s Degree,Single,1,Entry,Small,No,No,No,Poor,Medium,0
62153,25,Female,6,Education,3374,Good,Very High,Average,1,No,33,Bachelor’s Degree,Married,1,Mid,Small,No,No,Yes,Good,High,1
44171,40,Male,20,Healthcare,8533,Good,High,Average,0,Yes,41,Master’s Degree,Married,1,Senior,Small,Yes,No,No,Good,Medium,1
10179,59,Male,20,Technology,8700,Poor,Low,Average,0,No,57,Associate Degree,Married,0,Senior,Medium,Yes,No,No,Good,Low,1
70654,50,Female,14,Healthcare,9598,Good,Medium,Average,0,No,87,High School,Single,1,Mid,Medium,No,No,No,Good,High,0
3705,44,Male,20,Education,5478,Good,High,Average,0,Yes,20,Bachelor’s Degree,Divorced,1,Entry,Medium,No,No,Yes,Poor,Low,1
63361,57,Male,20,Healthcare,7969,Fair,Medium,Average,1,No,83,Bachelor’s Degree,Single,2,Senior,Small,Yes,No,No,Good,Low,1
33579,40,Male,1,Education,6239,Good,High,Average,1,Yes,94,High School,Married,1,Entry,Medium,No,No,No,Good,Low,0
54599,48,Female,21,Media,5949,Fair,Very High,Average,0,No,51,Master’s Degree,Married,2,Entry,Small,No,No,No,Good,High,0
63962,54,Female,35,Technology,7986,Good,High,Average,0,No,37,Bachelor’s Degree,Single,4,Senior,Small,No,No,No,Poor,Low,0
35028,40,Male,10,Technology,7544,Good,Very High,High,1,No,65,Master’s Degree,Single,1,Entry,Medium,No,No,No,Excellent,High,0
39571,58,Female,4,Media,5566,Poor,Medium,Below Average,1,No,91,Bachelor’s Degree,Married,0,Entry,Large,Yes,No,No,Fair,Low,0
61179,43,Male,10,Finance,3100,Fair,Very High,Average,2,No,56,High School,Single,0,Mid,Medium,No,No,No,Good,High,0
54859,38,Female,13,Education,4442,Good,Very High,Average,1,Yes,93,Bachelor’s Degree,Married,1,Senior,Large,No,No,Yes,Good,Medium,1
9375,50,Female,15,Technology,9425,Fair,High,Average,0,No,65,Associate Degree,Single,2,Entry,Small,No,No,Yes,Good,Low,0
68755,57,Female,15,Education,4761,Good,Very High,Average,0,No,59,Bachelor’s Degree,Married,2,Mid,Medium,No,No,No,Excellent,Low,1
52680,42,Male,4,Healthcare,9073,Good,High,High,1,Yes,97,Associate Degree,Single,2,Entry,Small,Yes,No,No,Poor,High,1
9975,42,Female,2,Technology,6862,Poor,High,High,3,Yes,10,High School,Divorced,1,Entry,Small,No,No,Yes,Poor,Low,0
58226,50,Male,20,Finance,11316,Good,High,Below Average,0,No,11,Associate Degree,Married,2,Senior,Small,No,No,No,Good,Low,1
26948,37,Male,13,Healthcare,8223,Poor,High,Average,2,No,10,Bachelor’s Degree,Married,1,Entry,Medium,No,No,No,Good,Medium,1
37027,56,Female,26,Education,4992,Fair,High,Average,1,Yes,88,Bachelor’s Degree,Married,5,Mid,Large,Yes,No,No,Poor,Low,1
70319,43,Female,12,Healthcare,6055,Fair,High,Average,0,Yes,7,Master’s Degree,Single,1,Entry,Small,Yes,No,Yes,Good,Low,1
20510,21,Female,3,Media,6689,Fair,Very High,High,2,Yes,43,Associate Degree,Married,1,Mid,Small,No,No,No,Fair,Low,1
50371,41,Male,23,Media,6415,Good,High,High,2,Yes,79,Bachelor’s Degree,Single,0,Entry,Medium,No,Yes,No,Good,Low,1
43032,46,Male,20,Education,5350,Excellent,Very High,Average,2,No,38,High School,Married,1,Entry,Small,No,No,No,Good,High,0
4401,54,Male,27,Media,6647,Good,Very High,Average,0,No,7,Master’s Degree,Single,4,Mid,Small,No,No,No,Good,Low,0
12806,37,Male,1,Media,5640,Good,Very High,Average,0,No,90,High School,Married,2,Mid,Medium,No,No,No,Poor,Medium,1
41840,54,Male,33,Technology,9261,Fair,High,Average,0,No,1,Associate Degree,Divorced,1,Mid,Medium,Yes,No,No,Good,Very High,1
68506,25,Male,1,Technology,7452,Fair,Medium,Average,1,No,60,High School,Single,1,Mid,Medium,No,No,No,Poor,Low,0
45230,40,Female,21,Media,6077,Good,High,High,0,No,38,High School,Divorced,0,Mid,Medium,Yes,No,No,Good,High,1
37047,32,Male,8,Technology,8760,Fair,High,Average,2,No,27,Bachelor’s Degree,Divorced,2,Senior,Small,No,No,No,Excellent,High,1
37628,44,Female,17,Education,4421,Good,Very High,High,0,No,46,Bachelor’s Degree,Married,0,Senior,Medium,No,No,No,Fair,Low,1
21956,40,Female,22,Media,6589,Fair,Very High,Average,0,Yes,96,Bachelor’s Degree,Divorced,1,Entry,Medium,No,No,No,Good,Low,0
65705,41,Female,23,Education,3608,Fair,High,Average,0,No,14,Bachelor’s Degree,Married,1,Senior,Large,No,No,No,Good,High,0
46503,34,Female,1,Finance,10936,Good,High,Average,1,No,88,Master’s Degree,Married,2,Mid,Small,No,No,No,Fair,Low,0
33181,39,Male,10,Media,6588,Fair,High,Average,0,Yes,92,Associate Degree,Married,5,Entry,Small,No,No,No,Fair,Low,0
42153,24,Male,6,Technology,9103,Good,Very High,Low,1,No,51,Bachelor’s Degree,Single,1,Mid,Medium,Yes,No,Yes,Fair,Low,0
66297,46,Female,8,Healthcare,9327,Good,High,Average,2,No,66,High School,Single,2,Entry,Small,Yes,No,No,Good,Medium,1
66911,53,Male,33,Education,5605,Fair,Medium,Average,0,No,15,Master’s Degree,Single,1,Entry,Small,No,Yes,No,Good,Medium,1
61876,28,Female,8,Technology,8818,Fair,Low,High,0,No,1,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Excellent,Low,0
60635,56,Female,2,Healthcare,9107,Fair,High,High,0,Yes,97,Bachelor’s Degree,Single,3,Senior,Medium,No,No,Yes,Excellent,High,0
1285,27,Male,6,Education,3927,Good,High,Average,0,No,98,Bachelor’s Degree,Divorced,0,Mid,Small,No,No,No,Excellent,Low,1
20142,35,Female,11,Healthcare,10329,Fair,High,Average,0,No,24,Associate Degree,Married,0,Mid,Medium,No,No,No,Good,Low,1
73174,44,Female,19,Healthcare,6353,Excellent,Medium,Below Average,1,No,54,Bachelor’s Degree,Married,0,Mid,Medium,No,No,No,Good,Medium,0
55884,29,Female,10,Education,3233,Good,Very High,Average,0,Yes,43,Bachelor’s Degree,Married,3,Mid,Medium,Yes,No,Yes,Good,Medium,1
39519,57,Male,12,Media,5377,Fair,Low,Below Average,2,No,78,Associate Degree,Single,3,Mid,Large,No,No,No,Poor,Medium,0
1024,57,Female,35,Finance,8008,Good,Medium,Average,0,Yes,40,Master’s Degree,Married,2,Entry,Small,No,No,No,Good,Medium,1
18646,56,Male,35,Education,3189,Poor,High,Average,0,No,62,High School,Single,0,Mid,Small,Yes,No,No,Good,Low,0
29472,48,Male,21,Education,4751,Good,Low,Low,2,No,6,Bachelor’s Degree,Single,1,Mid,Medium,No,No,No,Good,Medium,0
32342,52,Male,14,Healthcare,9241,Fair,Low,Average,0,Yes,47,Bachelor’s Degree,Married,2,Mid,Medium,No,No,No,Good,Medium,1
64477,47,Male,14,Education,6766,Fair,Medium,High,0,No,49,Bachelor’s Degree,Single,0,Senior,Medium,No,No,No,Poor,Medium,0
14740,38,Female,14,Technology,10367,Poor,Medium,Average,1,No,50,Master’s Degree,Married,4,Entry,Medium,No,No,No,Good,High,0
31724,41,Female,1,Finance,8897,Excellent,Low,High,1,No,43,High School,Single,4,Mid,Small,Yes,No,No,Good,Medium,1
62798,42,Female,8,Technology,7301,Excellent,High,Average,0,No,10,PhD,Married,1,Entry,Small,Yes,No,Yes,Good,Medium,1
2284,52,Male,28,Healthcare,8429,Fair,High,High,1,No,84,High School,Married,2,Senior,Small,No,No,No,Fair,High,1
45330,30,Female,6,Technology,7173,Good,Low,Average,0,No,53,Bachelor’s Degree,Divorced,4,Entry,Medium,No,No,No,Good,Low,0
890,28,Female,4,Media,7673,Good,Very High,Average,2,No,77,Bachelor’s Degree,Married,0,Mid,Small,No,No,No,Good,Medium,0
59908,59,Male,38,Healthcare,8062,Fair,Very High,Below Average,0,No,34,Bachelor’s Degree,Married,2,Entry,Medium,No,No,No,Excellent,Medium,0
